token,is_oov,tag
AS,False,NNP
.,False,Z
,True,
Besar,False,JJ
-nya,True,PRP
minat,False,NN
beli,False,VB
dolar,False,NN
AS,False,NNP
oleh,False,IN
pelaku pasar,True,NN
",",False,Z
karena,False,SC
pelaku,False,NN
lokal,False,JJ
membutuhkan,False,VB
mata uang,True,NN
asing,False,JJ
itu,False,PR
dalam,False,IN
jumlah,False,NN
besar,False,JJ
untuk,False,SC
membayar,False,VB
utang,False,NN
-nya,True,PRP
yang,False,SC
sudah,False,MD
jatuh tempo,True,VB
",",False,Z
kata,False,VB
-nya,True,PRP
.,False,Z
,True,
Rupiah,False,NN
sebelumnya,False,SC
sempat,False,MD
menembus,False,VB
angka,False,NN
Rp,False,SYM
9.2,False,CD
per,False,IN
dolar,False,NN
AS,False,NNP
menjadi,False,VB
Rp,False,SYM
9.22,False,CD
per,False,IN
dolar,False,NN
AS,False,NNP
",",False,Z
akibat,False,NN
kuat,False,JJ
-nya,True,PRP
aksi,False,NN
beli,False,VB
dolar,False,NN
AS,False,NNP
di,False,IN
pasar uang,True,NN
domestik,False,JJ
seiring,False,IN
dengan,False,SC
menguat,False,VB
mata uang,True,NN
AS,False,NNP
di,False,IN
pasar,False,NN
global,False,JJ
.,False,Z
,True,
Pembelian,False,NN
dolar,False,NN
AS,False,NNP
itu,False,PR
terus,False,RB
terjadi,False,VB
setelah,False,SC
harga,False,NN
minyak mentah,True,NN
dunia,False,NN
merosot,False,VB
hingga,False,IN
mencapai,False,VB
115,False,CD
dolar,False,NN
AS,False,NNP
per,False,IN
barel,False,NND
",",False,Z
ujar,False,VB
-nya,True,PRP
.,False,Z
,True,
Ia,False,PRP
mengatakan,False,VB
",",False,Z
rupiah,False,NN
optimis,False,NN
masih,False,MD
dapat,False,MD
menguat,False,VB
lagi,False,RB
",",False,Z
karena,False,SC
berbagai,False,CD
faktor,False,NN
positif,False,JJ
tetap,False,RB
mendukung,False,VB
-nya,True,PRP
seiring,False,IN
dengan,False,SC
semakin,False,RB
besar,False,JJ
-nya,True,PRP
dana,False,NN
asing,False,JJ
masuk,False,VB
ke,False,IN
pasar,False,NN
domestik,False,JJ
.,False,Z
,True,
BI,False,NNP
sebelumnya,False,SC
telah,False,MD
menaikkan,False,VB
suku,False,NN
bunga,False,NN
BI,False,NNP
Rate,False,FW
sebesar,False,JJ
25,False,CD
basis,False,NN
poin,False,NN
menjadi,False,VB
"9,00",False,CD
persen,False,CD
dari,False,IN
sebelumnya,False,SC
"8,75",False,CD
persen,False,CD
untuk,False,SC
mengatasi,False,VB
pengaruh,False,NN
global,False,JJ
yang,False,SC
masih,False,MD
tinggi,False,JJ
.,False,Z
,True,
Selisih,False,NN
bunga,False,NN
rupiah,False,NN
terhadap,False,IN
dolar,False,NN
AS,False,NNP
di,False,IN
dalam negeri,True,NN
yang,False,SC
tinggi,False,JJ
merupakan,False,VB
pasar,False,NN
yang,False,SC
menarik,False,VB
untuk,False,SC
bisa,False,MD
digarap,False,VB
lebih jauh,True,JJ
",",False,Z
kata,False,VB
-nya,True,PRP
.,False,Z
,True,
PT,False,NNP
Barito,False,NNP
Pasific,False,NNP
Timber,False,NNP
Tbk,False,NNP
BRPT,True,NNP
secara,False,IN
resmi,False,JJ
telah,False,MD
menguasai,False,VB
"77,92",False,CD
persen,False,CD
saham,False,NN
PT,False,NNP
Tri,False,NNP
Polyta,True,NNP
Indonesia,False,NNP
Tbk,False,NNP
TPI,False,NNP
",",False,Z
menyusul,False,VB
sudah,False,MD
selesai,False,VB
-nya,True,PRP
penawaran,False,NN
tender,False,NN
saham,False,NN
Tri,False,NNP
Polyta,True,NNP
tersebut,False,PR
.,False,Z
,True,
BRPT,True,NNP
merupakan,False,VB
perusahaan,False,NN
kayu,False,NN
terpadu,False,VB
milik,False,NN
Prayogo,False,NNP
Pangestu,False,NNP
",",False,Z
sedangkan,False,CC
Tri,False,NNP
Polyta,True,NNP
merupakan,False,VB
perusahaan,False,NN
industri,False,NN
kimia,False,NN
yang,False,SC
di,False,IN
dalam,False,NN
-nya,True,PRP
juga,False,RB
ada,False,VB
saham,False,NN
Prayogo,False,NNP
.,False,Z
,True,
Kurs,False,NN
rupiah,False,NN
terhadap,False,IN
dolar,False,NN
AS,False,NNP
di,False,IN
pasar,False,NN
spot,False,FW
antarbank,True,X
Jakarta,False,NNP
pada,False,IN
sesi,False,NN
pagi,False,NN
naik,False,VB
sebab,False,SC
pelaku pasar,True,NN
masih,False,MD
membeli,False,VB
rupiah,False,NN
",",False,Z
karena,False,SC
sentimen,False,NN
positif,False,JJ
masih,False,MD
mendukung,False,VB
pergerakan,False,NN
mata uang,True,NN
Indonesia,False,NNP
.,False,Z
,True,
Nilai,False,NN
tukar,False,VB
rupiah,False,NN
terhadap,False,IN
dolar,False,NN
AS,False,NNP
naik,False,VB
delapan,False,CD
poin,False,NN
menjadi,False,VB
Rp,False,SYM
9.17,False,CD
/,False,Z
9.175,False,CD
dari,False,IN
hari,False,NN
sebelumnya,False,SC
Rp,False,SYM
9.178,False,CD
/,False,Z
9.190,False,CD
per,False,IN
dolar,False,NN
AS,False,NNP
.,False,Z
,True,
Pengamat,False,NN
pasar uang,True,NN
",",False,Z
Edwin,False,NNP
Sinaga,False,NNP
di,False,IN
Jakarta,False,NNP
",",False,Z
Rabu,False,NNP
mengatakan,False,VB
",",False,Z
kenaikan,False,NN
rupiah,False,NN
terhadap,False,IN
dolar,False,NN
AS,False,NNP
itu,False,PR
",",False,Z
terutama,False,JJ
disebabkan,False,VB
pelaku pasar,True,NN
masih,False,MD
memburu,False,VB
rupiah,False,NN
.,False,Z
,True,
Nilai,False,NN
tukar,False,VB
rupiah,False,NN
masih,False,MD
berpeluang,False,VB
untuk,False,IN
menguat,False,VB
setelah,False,SC
mengalami,False,VB
koreksi,False,NN
harga,False,NN
yang,False,SC
cukup,False,RB
tajam,False,JJ
",",False,Z
kata,False,VB
-nya,True,PRP
.,False,Z
,True,
Rupiah,False,NN
sebelumnya,False,SC
sempat,False,MD
menguat,False,VB
mencapai,False,VB
angka,False,NN
di bawah,True,VB
Rp,False,SYM
9.100,False,CD
per,False,IN
dolar,False,NN
",",False,Z
namun,False,CC
dengan,False,IN
penurunan,False,NN
harga,False,NN
minyak mentah,True,NN
dunia,False,NN
yang,False,SC
terus,False,RB
terjadi,False,VB
hingga,False,IN
berkisar,False,VB
"113,15",False,CD
dolar,False,NN
",",False,Z
pelaku,False,NN
lebih,False,RB
cenderung,False,JJ
membeli,False,VB
dolar,False,NN
AS,False,NNP
.,False,Z
,True,
Posisi,False,NN
rupiah,False,NN
",",False,Z
menurut,False,IN
dia,False,PRP
saat,False,IN
ini,False,PR
sangat,False,RB
stabil,False,JJ
,True,
apalagi,False,CC
BI,False,NNP
menginginkan,False,VB
mata uang,True,NN
Indonesia,False,NNP
berada,False,VB
di bawah,True,VB
angka,False,NN
Rp,False,SYM
9.200,False,CD
per,False,IN
dolar,False,NN
AS,False,NNP
.,False,Z
,True,
Ia,False,PRP
mengatakan,False,VB
rupiah,False,NN
pada,False,IN
level,False,NN
tersebut,False,PR
menunjukkan,False,VB
kepercayaan,False,NN
investor,False,NN
asing,False,JJ
masih,False,MD
tetap,False,RB
tinggi,False,JJ
",",False,Z
ekonomi,False,NN
Indonesia,False,NNP
tetap,False,RB
tumbuh,False,VB
meski,False,SC
agak,False,RB
melambat,False,VB
pada,False,IN
kuartal,False,NN
kedua,False,OD
tahun,False,NN
ini,False,PR
.,False,Z
,True,
Pertumbuhan,False,NN
ekonomi,False,NN
nasional,False,JJ
diperkirakan,False,VB
hanya,False,RB
mencapai,False,VB
6,False,CD
persen,False,CD
dari,False,IN
sebelumnya,False,SC
"6,3",False,CD
persen,False,CD
",",False,Z
kata,False,VB
-nya,True,PRP
.,False,Z
Rupiah,False,NN
",",False,Z
pada,False,IN
sore,False,NN
nanti,False,SC
masih,False,MD
berpeluang,False,VB
untuk,False,IN
naik,False,VB
lagi,False,RB
",",False,Z
meski,False,SC
pelaku,False,NN
mulai,False,VB
memperhatikan,False,VB
lagi,False,RB
dolar,False,NN
AS,False,NNP
",",False,Z
akibat,False,NN
penurunan,False,NN
harga,False,NN
minyak mentah,True,NN
dunia,False,NN
.,False,Z
,True,
Pasar,False,NN
mulai,False,VB
cenderung,False,JJ
melirik,False,VB
mata uang,True,NN
asing,False,JJ
",",False,Z
namun,False,CC
agak,False,RB
tertahan,False,VB
dengan,False,SC
masuk,False,VB
-nya,True,PRP
investasi,False,NN
asing,False,JJ
terutama,False,JJ
dari,False,IN
Kawasan,False,NN
Timur,False,NNP
Tengah,False,NNP
dan,False,CC
Australia,False,NNP
",",False,Z
ucap,False,VB
-nya,True,PRP
.,False,Z
,True,
Departemen,False,NNP
Keuangan,False,NNP
Depkeu,True,NNP
memperkirakan,False,VB
akan,False,MD
ada,False,VB
penghematan,False,NN
anggaran,False,NN
negara,False,NN
hingga,False,IN
sekitar,False,IN
Rp,False,SYM
"2,6",False,CD
triliun,False,CD
jika,False,SC
rata-rata,True,JJ
harga,False,NN
minyak,False,NN
bertahan,False,VB
di,False,IN
sekitar,False,IN
120,False,CD
dolar,False,NN
AS,False,NNP
per,False,IN
barel,False,NND
hingga,False,IN
akhir,False,NN
2008,False,CD
.,False,Z
,True,
Harga,False,NN
minyak,False,NN
hari,False,NN
ini,False,PR
saja,False,RB
di bawah,True,VB
114,False,CD
dolar,False,NN
AS,False,NNP
per,False,IN
barel,False,NND
,True,
Depkeu,True,NNP
hitung,False,VB
jika,False,SC
harga,False,NN
bertahan,False,VB
120,False,CD
dolar,False,NN
AS,False,NNP
saja,False,RB
akan,False,MD
ada,False,VB
tambahan,False,NN
penghematan,False,NN
sekitar,False,IN
Rp,False,SYM
"2,6",False,CD
triliun,False,CD
",",False,Z
kata,False,VB
Kepala,False,NNP
Badan,False,NNP
Kebijakan,False,NNP
Fiskal,False,NNP
Depkeu,True,NNP
BKF,True,NNP
",",False,Z
Anggito,True,NNP
Abimanyu,False,NNP
di,False,IN
Jakarta,False,NNP
",",False,Z
Rabu,False,NNP
.,False,Z
,True,
Ia,False,PRP
menyebutkan,False,VB
",",False,Z
penghematan,False,NN
sebesar,False,JJ
Rp,False,SYM
"2,6",False,CD
triliun,False,CD
itu,False,PR
dengan,False,SC
asumsi,False,NN
penyerapan,False,NN
belanja,False,NN
kementerian,False,NN
/,False,Z
lembaga,False,NN
K,False,NNP
/,False,Z
L,False,NNP
mencapai,False,VB
100,False,CD
persen,False,CD
.,False,Z
,True,
Dengan,False,SC
adanya,False,NN
kelebihan,False,NN
pembiayaan,False,NN
sebesar,False,JJ
Rp,False,SYM
"2,6",False,CD
triliun,False,CD
itu,False,PR
maka,False,SC
defisit,False,NN
APBN,False,NN
2008,False,CD
diperkirakan,False,VB
akan,False,MD
turun,False,VB
dari,False,IN
perkiraan,False,NN
semula,False,RB
sebesar,False,JJ
"1,9",False,CD
persen,False,CD
menjadi,False,VB
sekitar,False,IN
"1,8",False,CD
persen,False,CD
",",False,Z
kata,False,VB
-nya,True,PRP
.,False,Z
,True,
Menurut,False,IN
dia,False,PRP
",",False,Z
realisasi,False,NN
defisit,False,NN
APBN,False,NN
2008,False,CD
pada,False,IN
akhir,False,NN
-nya,True,PRP
nanti,False,SC
juga,False,RB
akan,False,MD
tergantung,False,VB
dari,False,IN
realisasi,False,NN
belanja,False,NN
K,False,NNP
/,False,Z
L.,True,NNP
Belanja,False,NN
K,False,NNP
/,False,Z
L,False,NNP
tahun,False,NN
2008,False,CD
ditetapkan,False,VB
sebesar,False,JJ
Rp,False,SYM
290,False,CD
triliun,False,CD
.,False,Z
,True,
Penghematan,False,NN
dari,False,IN
belanja,False,NN
K,False,NNP
/,False,Z
L,False,NNP
karena,False,SC
anggaran,False,NN
yang,False,SC
tidak,False,NEG
terserap,False,VB
angka,False,NN
alamiah,False,JJ
-nya,True,PRP
memang,False,RB
sekitar,False,IN
10,False,CD
persen,False,CD
",",False,Z
tapi,False,CC
tidak,False,NEG
tertutup,False,VB
kemungkinan,False,NN
penyerapan,False,NN
-nya,True,PRP
lebih,False,RB
dari,False,IN
90,False,CD
persen,False,CD
",",False,Z
kata,False,VB
-nya,True,PRP
.,False,Z
,True,
APBNP,True,NN
2008,False,CD
menetapkan,False,VB
defisit,False,NN
sebesar,False,JJ
"2,1",False,CD
persen,False,CD
dari,False,IN
PDB,False,NNP
atau,False,CC
nominal,False,JJ
-nya,True,PRP
Rp,False,SYM
"94,3",False,CD
triliun,False,CD
,True,
Angka,False,NN
tersebut,False,PR
merupakan,False,VB
selisih,False,NN
antara,False,IN
pendapatan,False,NN
negara,False,NN
dan,False,CC
hibah,False,NN
sebesar,False,JJ
Rp,False,SYM
895,False,CD
triliun,False,CD
dan,False,CC
belanja,False,NN
negara,False,NN
sebesar,False,JJ
Rp,False,SYM
"989,3",False,CD
triliun,False,CD
.,False,Z
,True,
Pendapatan,False,NN
Negara,False,NN
dan,False,CC
hibah,False,NN
terdiri,False,VB
dari,False,IN
penerimaan,False,NN
dalam negeri,True,JJ
Rp,False,SYM
892,False,CD
triliun,False,CD
dan,False,CC
hibah,False,NN
Rp,False,SYM
"2,9",False,CD
triliun,False,CD
.,False,Z
,True,
Penerimaan,False,NN
dalam negeri,True,JJ
terdiri,False,VB
dari,False,IN
penerimaan,False,NN
perpajakan,False,NN
Rp,False,SYM
"609,2",False,CD
triliun,False,CD
dan,False,CC
penerimaan,False,NN
negara,False,NN
bukan,False,NEG
pajak,False,NN
Rp,False,SYM
"282,8",False,CD
triliun,False,CD
.,False,Z
,True,
Namun,False,CC
dalam,False,IN
laporan,False,NN
realisasi,False,NN
semester,False,NN
I,False,NNP
2008,False,CD
",",False,Z
pemerintah,False,NN
memperkirakan,False,VB
defisit,False,NN
APBN,False,NN
2008,False,CD
akan,False,MD
mencapai,False,VB
"1,9",False,CD
persen,False,CD
atau,False,CC
nominal,False,JJ
-nya,True,PRP
sebesar,False,JJ
Rp,False,SYM
"90,6",False,CD
triliun,False,CD
.,False,Z
,True,
Angka,False,NN
tersebut,False,PR
merupakan,False,VB
selisih,False,NN
antara,False,IN
pendapatan,False,NN
negara,False,NN
dan,False,CC
hibah,False,NN
sebesar,False,JJ
Rp,False,SYM
"1.007,0",False,CD
triliun,False,CD
dan,False,CC
belanja,False,NN
negara,False,NN
sebesar,False,JJ
Rp,False,SYM
"1.097,6",False,CD
triliun,False,CD
.,False,Z
,True,
Penjualan,False,NN
bersih,False,JJ
Lonsum,True,NNP
dalam,False,IN
semester,False,NN
pertama,False,OD
2008,False,CD
meningkat,False,VB
59,False,CD
persen,False,CD
menjadi,False,VB
Rp,False,SYM
"1,94",False,CD
triliun,False,CD
dari,False,IN
Rp,False,SYM
"1,22",False,CD
triliun,False,CD
pada,False,IN
periode,False,NN
sama,False,JJ
2007,False,CD
",",False,Z
didorong,False,VB
oleh,False,IN
meningkat,False,VB
-nya,True,PRP
harga,False,NN
CPO,False,FW
di,False,IN
pasar,False,NN
global,False,JJ
sejalan,False,NN
dengan,False,IN
meningkat,False,VB
-nya,True,PRP
harga,False,NN
minyak mentah,True,NN
dunia,False,NN
.,False,Z
,True,
Dalam,False,IN
periode,False,NN
tersebut,False,PR
",",False,Z
laba,False,NN
usaha,False,NN
perseroan,False,NN
juga,False,RB
meningkat,False,VB
lebih,False,RB
dari,False,IN
dua,False,CD
kali,False,NND
lipat,False,VB
menjadi,False,VB
Rp,False,SYM
"756,43",False,CD
miliar,False,CD
,True,
dibanding,False,VB
sebelumnya,False,SC
Rp,False,SYM
"367,16",False,CD
miliar,False,CD
",",False,Z
sementara,False,SC
laba,False,NN
sebelum,False,SC
pajak perseroan,True,NN
melompat,False,VB
menjadi,False,VB
Rp,False,SYM
"764,60",False,CD
miliar,False,CD
dari,False,IN
semula,False,RB
Rp,False,SYM
"278,60",False,CD
miliar,False,CD
.,False,Z
,True,
Produsen,False,NN
batu bara,True,NN
terbesar,False,JJ
ketiga,False,OD
Indonesia,False,NNP
",",False,Z
PT,False,NNP
Indo,False,NNP
Tambangraya,True,NNP
Megah,False,NNP
Tbk,False,NNP
dalam,False,IN
enam,False,CD
bulan,False,NN
pertama,False,OD
yang,False,SC
berakhir,False,VB
Juni,False,NNP
tahun,False,NN
ini,False,PR
berhasil,False,VB
membukukan,False,VB
laba bersih,True,NN
sebesar,False,JJ
"59,38",False,CD
juta,False,CD
dolar,False,NN
AS,False,NNP
.,False,Z
,True,
Laporan,False,NN
keuangan,False,NN
tengah tahunan,True,NN
perseroan,False,NN
yang,False,SC
dipublikasikan,False,VB
di,False,IN
Jakarta,False,NNP
",",False,Z
Kamis,False,NNP
",",False,Z
memperlihatkan,False,VB
perolehan,False,NN
laba bersih,True,NN
tersebut,False,PR
melonjak,False,VB
lebih,False,RB
dari,False,IN
tiga,False,CD
kali,False,NND
lipat,False,VB
dibanding,False,VB
periode,False,NN
sama,False,JJ
tahun,False,NN
lalu,False,CC
"21,19",False,CD
miliar,False,CD
dolar,False,NN
AS,False,NNP
.,False,Z
,True,
Menurut,False,IN
",",False,Z
perseroan,False,NN
kenaikan,False,NN
tajam,False,JJ
laba bersih,True,NN
tersebut,False,PR
didukung,False,VB
oleh,False,IN
tinggi,False,JJ
-nya,True,PRP
penjualan,False,NN
bersih,False,JJ
-nya,True,PRP
perusahaan,False,NN
yang,False,SC
tumbuh,False,VB
signifikan,False,JJ
sebesar,False,JJ
51,False,CD
persen,False,CD
menjadi,False,VB
"516,36",False,CD
juta,False,CD
dolar,False,NN
AS,False,NNP
dibanding,False,VB
"341,70",False,CD
juta,False,CD
dolar,False,NN
AS,False,NNP
pada,False,IN
tahun,False,NN
lalu,False,CC
.,False,Z
,True,
Indo,False,NNP
Tambangraya,True,NNP
didirikan,False,VB
pada,False,IN
1987,False,CD
dan,False,CC
diakuisisi,False,VB
oleh,False,IN
Banpu,True,NNP
Public,False,NNP
Company,False,NNP
pada,False,IN
2001,False,CD
.,False,Z
Wilayah,False,NN
pertambangan,False,NN
perseroan,False,NN
berlokasi,False,VB
di,False,IN
Kalimantan,False,NNP
Selatan,False,NNP
dan,False,CC
Kalimantan,False,NNP
Timur,False,NNP
dengan,False,SC
total,False,NN
luas,False,JJ
area,False,NN
penambangan,False,NN
87.560,False,CD
hektar,False,NND
.,False,Z
,True,
Indo,False,NNP
Tambangraya,True,NNP
didirikan,False,VB
pada,False,IN
1987,False,CD
dan,False,CC
diakuisisi,False,VB
oleh,False,IN
Banpu,True,NNP
Public,False,NNP
Company,False,NNP
pada,False,IN
2001,False,CD
.,False,Z
,True,
Kurs,False,NN
rupiah,False,NN
terhadap,False,IN
dolar,False,NN
AS,False,NNP
di,False,IN
pasar,False,NN
spot,False,FW
antarbank,True,X
Jakarta,False,NNP
",",False,Z
Kamis,False,NNP
sore,False,NN
turun,False,VB
",",False,Z
namun,False,CC
nilai,False,NN
-nya,True,PRP
sedikit,False,CD
membaik,False,VB
dibanding,False,VB
pagi,False,NN
",",False,Z
karena,False,SC
masuk,False,VB
-nya,True,PRP
Bank,False,NNP
Indonesia,False,NNP
BI,False,NNP
ke,False,IN
pasar,False,NN
melakukan,False,VB
intervensi,False,NN
.,False,Z
,True,
BI,False,NNP
masuk,False,VB
ke,False,IN
pasar,False,NN
dengan,False,SC
melepas,False,VB
cadangan,False,NN
dolar,False,NN
AS,False,NNP
",",False,Z
sehingga,False,SC
tekanan,False,NN
pasar,False,NN
terhadap,False,IN
rupiah,False,NN
agak,False,RB
berkurang,False,VB
",",False,Z
meski,False,SC
posisi,False,NN
mata uang,True,NN
itu,False,PR
masih,False,MD
tetap,False,RB
tertekan,False,VB
",",False,Z
kata,False,VB
pengamat,False,NN
Pasar,False,NN
Uang,False,NN
",",False,Z
Edwin,False,NNP
Sinaga,False,NNP
di,False,IN
Jakarta,False,NNP
",",False,Z
Kamis,False,NNP
.,False,Z
,True,
Nilai,False,NN
tukar,False,VB
rupiah,False,NN
terhadap,False,IN
dolar,False,NN
AS,False,NNP
turun,False,VB
menjadi,False,VB
Rp,False,SYM
9.178,False,CD
/,False,Z
9.180,False,CD
per,False,IN
dolar,False,NN
AS,False,NNP
sesi,False,NN
pagi,False,NN
hampir,False,RB
capai,False,VB
Rp,False,SYM
9.2,False,CD
per,False,IN
dolar,False,NN
AS,False,NNP
dibanding,False,VB
penutupan,False,NN
hari,False,NN
sebelumnya,False,SC
Rp,False,SYM
9.168,False,CD
/,False,Z
9.199,False,CD
atau,False,CC
melemah,False,VB
10,False,CD
poin,False,NN
.,False,Z
,True,
Namun,False,CC
posisi,False,NN
rupiah,False,NN
yang,False,SC
mencapai,False,VB
Rp,False,SYM
9.178,False,CD
/,False,Z
9.180,False,CD
per,False,IN
dolar,False,NN
AS,False,NNP
dinilai,False,VB
masih,False,MD
positif,False,JJ
karena,False,SC
berada,False,VB
di bawah,True,VB
angka,False,NN
Rp,False,SYM
9.200,False,CD
per,False,IN
dolar,False,NN
AS,False,NNP
",",False,Z
kata,False,VB
-nya,True,PRP
.,False,Z
,True,
Posisi,False,NN
rupiah,False,NN
pada,False,IN
level,False,NN
itu,False,PR
merupakan,False,VB
keinginan,False,NN
BI,False,NNP
yang,False,SC
menilai,False,VB
bahwa,False,SC
rupiah,False,NN
berada,False,VB
dalam,False,IN
kondisi,False,NN
aman,False,JJ
apabila,False,SC
berada,False,VB
di bawah,True,VB
angka,False,NN
Rp,False,SYM
9.200,False,CD
per,False,IN
dolar,False,NN
AS,False,NNP
",",False,Z
tambah,False,VB
-nya,True,PRP
.,False,Z
,True,
Rupiah,False,NN
yang,False,SC
sempat,False,MD
menguat,False,VB
hingga,False,IN
di bawah,True,VB
angka,False,NN
Rp,False,SYM
9.100,False,CD
per,False,IN
dolar,False,NN
AS,False,NNP
mencapai,False,VB
Rp,False,SYM
9.08,False,CD
per,False,IN
dolar,False,NN
AS,False,NNP
,True,
merupakan,False,VB
kenaikan,False,NN
yang,False,SC
paling,False,RB
tinggi,False,JJ
yang,False,SC
pernah,False,MD
dicapai,False,VB
.,False,Z
,True,
Namun,False,CC
posisi,False,NN
rupiah,False,NN
itu,False,PR
tidak,False,NEG
bertahan,False,VB
lama,False,JJ
",",False,Z
setelah,False,SC
harga,False,NN
minyak mentah,True,NN
dunia,False,NN
turun,False,VB
",",False,Z
rupiah,False,NN
terkoreksi,True,VB
",",False,Z
karena,False,SC
pelaku,False,NN
asing,False,JJ
dan,False,CC
lokal,False,JJ
aktif,False,JJ
memburu,False,VB
dolar,False,NN
AS,False,NNP
untuk,False,SC
membeli,False,VB
minyak mentah,True,NN
maupun,False,CC
membayar,False,VB
utang,False,NN
yang,False,SC
telah,False,MD
jatuh tempo,True,VB
",",False,Z
kata,False,VB
-nya,True,PRP
.,False,Z
,True,
Rupiah,False,NN
",",False,Z
lanjut,False,VB
dia,False,PRP
masih,False,MD
berpeluang,False,VB
untuk,False,IN
kembali,False,VB
naik,False,VB
sampai,False,IN
akhir,False,NN
tahun,False,NN
ini,False,PR
diperkirakan,False,VB
akan,False,MD
bisa,False,MD
mencapai,False,VB
angka,False,NN
Rp,False,SYM
9.000,False,CD
per,False,IN
dolar,False,NN
AS,False,NNP
",",False,Z
namun,False,CC
mata uang,True,NN
Indonesia,False,NNP
itu,False,PR
tertahan,False,VB
oleh,False,IN
gejolak,False,NN
ekonomi,False,NN
global,False,JJ
yang,False,SC
melemah,False,VB
.,False,Z
,True,
Apalagi,False,CC
investor,False,NN
asing,False,JJ
cenderung,False,JJ
meningkatkan,False,VB
investasi,False,NN
-nya,True,PRP
di,False,IN
dalam negeri,True,NN
dengan,False,IN
aktif,False,JJ
bermain,False,VB
di,False,IN
pasar uang,True,NN
memberikan,False,VB
berbagai,False,CD
instrumen,False,NN
Bank,False,NNP
Indonesia,False,NNP
BI,False,NNP
",",False,Z
akibat,False,NN
selisih,False,NN
bunga,False,NN
rupiah,False,NN
terhadap,False,IN
dolar,False,NN
AS,False,NNP
yang,False,SC
tinggi,False,JJ
.,False,Z
,True,
Kami,False,PRP
masih,False,MD
optimis,False,NN
pasar,False,NN
Indonesia,False,NNP
masih,False,MD
memberikan,False,VB
gain,False,FW
yang,False,SC
lebih,False,RB
besar,False,JJ
dibanding,False,VB
pasar,False,NN
Asia,False,NNP
lain,False,JJ
-nya,True,PRP
",",False,Z
kata,False,VB
-nya,True,PRP
.,False,Z
,True,
Laju,False,NN
pertumbuhan ekonomi,True,NN
Indonesia,False,NNP
pada,False,IN
kuartal,False,NN
II,False,NNP
2008,False,CD
mencapai,False,VB
"2,44",False,CD
persen,False,CD
sehingga,False,SC
pertumbuhan ekonomi,True,NN
pada,False,IN
semester,False,NN
I,False,NNP
2008,False,CD
adalah,False,VB
"6,36",False,CD
persen,False,CD
",",False,Z
dan,False,CC
secara,False,IN
year,False,FW
on,False,FW
year,False,FW
"6,39",False,CD
persen,False,CD
.,False,Z
,True,
Deputi,False,NNP
Badan,False,NNP
Pusat,False,NNP
Statistik,False,NNP
BPS,False,NNP
bidang,False,NN
neraca,False,NN
dan,False,CC
analisis,False,NN
statistik,False,NN
",",False,Z
Slamet,False,NNP
Soetomo,False,NNP
di,False,IN
Gedung,False,NNP
BPS,False,NNP
Jakarta,False,NNP
",",False,Z
Kamis,False,NNP
mengatakan,False,VB
besaran,False,NN
PDB,False,NNP
atas,False,IN
dasar,False,NN
harga,False,NN
berlaku,False,VB
pada,False,IN
triwulan,False,NN
II,False,NNP
2008,False,CD
mencapai,False,VB
Rp,False,SYM
"1.230,9",False,CD
triliun,False,CD
",",False,Z
sedangkan,False,CC
atas,False,IN
dasar,False,NN
harga,False,NN
konstan,False,NN
2000,False,CD
pada,False,IN
triwulan,False,NN
yang,False,SC
sama,False,JJ
adalah,False,VB
"518,2",False,CD
triliun,False,CD
.,False,Z
,True,
Ini,False,PR
ada,False,VB
konsistensi,False,NN
dengan,False,SC
indeks,False,NN
tendensi,False,NN
bisnis,False,NN
.,False,Z
,True,
jadi,False,VB
menurut,False,IN
indeks,False,NN
tendensi,False,NN
bisnis,False,NN
",",False,Z
pada,False,IN
q2,False,SYM
kuartal,False,NN
II,False,NNP
nilai,False,NN
-nya,True,PRP
lebih,False,RB
tinggi,False,JJ
dari,False,IN
100,False,CD
yaitu,False,SC
"111,72",False,CD
",",False,Z
jadi,False,VB
mengindikasikan,False,VB
perbaikan,False,NN
dari,False,IN
kondisi,False,NN
bisnis,False,NN
.,False,Z
,True,
BPS,False,NNP
mengatakan,False,VB
",",False,Z
tiga,False,CD
sektor,False,NN
yang,False,SC
mengalami,False,VB
pertumbuhan,False,NN
tertinggi,False,JJ
dibanding,False,VB
kuartal,False,NN
I,False,NNP
2008,False,CD
,True,
adalah,False,VB
sektor,False,NN
pertanian,False,NN
"5,08",False,CD
persen,False,CD
;,False,Z
sektor,False,NN
pengangkutan,False,NN
dan,False,CC
komunikasi,False,NN
"4,1",False,CD
persen,False,CD
;,False,Z
serta,False,CC
sektor,False,NN
listrik,False,NN
",",False,Z
gas,False,NN
dan,False,CC
air bersih,True,NN
"3,6",False,CD
persen,False,CD
.,False,Z
,True,
Sedangkan,False,CC
jika,False,SC
dibandingkan,False,VB
dengan,False,SC
periode,False,NN
yang,False,SC
sama,False,JJ
tahun,False,NN
lalu,False,CC
",",False,Z
sektor,False,NN
pengangkutan,False,NN
dan,False,CC
komunikasi,False,NN
tumbuh,False,VB
"19,6",False,CD
persen,False,CD
;,False,Z
sektor,False,NN
listrik,False,NN
",",False,Z
gas,False,NN
dan,False,CC
air bersih,True,NN
"11,2",False,CD
persen,False,CD
;,False,Z
serta,False,CC
sektor,False,NN
keuangan,False,NN
",",False,Z
real,False,FW
estat,False,X
dan,False,CC
jasa,False,NN
keuangan,False,NN
"8,7",False,CD
